model,age_year,shutter_count,condition,has_box,price_used
Sony A6000,12,20164,very_good,1,9590
Sony A1II,2,8851,very_good,1,195900
Sony A7RV,3,45160,good,0,84890
Sony ZV E10II,1,12978,good,1,28800
Sony A7RII,4,3001,very_good,0,19690
Sony A7RIV,1,148592,fair,1,37990
Sony A7RIV,7,4024,excellent,0,42100
Sony A6600,4,2107,very_good,1,23900
Sony A7R,6,178904,poor,0,7890
Sony A9III,1,70017,good,0,125300
Sony A6600,7,193393,fair,1,21090
Sony A7SIII,2,1640,excellent,1,57900
Sony FX3,3,2063,very_good,1,116600
Sony RX100VII,3,1416,excellent,0,32300
Sony A7RV,1,7386,good,1,82600
Sony A7II,3,24611,good,0,10900
Sony A7,13,80386,good,1,6800
Sony A5100,2,99445,good,0,7090
Sony A7II,1,89195,fair,0,9500
Sony A9II,1,31558,very_good,1,80190
Sony A7,8,33070,very_good,1,8590
Sony A6700,2,192339,fair,0,36590
Sony A7II,8,32846,very_good,0,11600
Sony A,1,21417,good,0,36500
Sony ZV E10,0,16859,very_good,0,17200
Sony A7II,6,331,very_good,1,11390
Sony A7S,11,8177,good,1,7900
Sony A7II,5,44426,very_good,0,11300
Sony A7R,/,93196,good,0,9190
Sony A7,11,279654,fair,1,6400
Sony A7S,9,344241,fair,1,6990
Sony ZV E10II,0,2284,excellent,1,31690
Sony A7III,0,51321,good,0,24900
Sony A5000,10,6413,very_good,1,5090
Sony ZV E10II,2,12072,good,1,28200
Sony A7V,1,18734,excellent,0,85300
Sony ZV1,5,648,excellent,1,13700
Sony A7SIII,0,3332,excellent,0,59990
Sony RX100VII,5,1748,excellent,0,28300
Sony A7R,6,274761,fair,,7900
Sony A6400,2,36448,very_good,1,19200
Sony ZV E10,3,1290,very_good,1,16790
Sony A6400,2,6479,very_good,1,18390
Sony A7III,3,279552,poor,1,18200
Sony A7II,0,276190,poor,0,9090
Sony A6300,5,191515,poor,1,10490
Sony A7IV,3,918,excellent,1,46100
Sony A7RIV,6,49025,good,0,38300
Sony A7II,6,211838,fair,0,9590
Sony A1,2,71637,good,1,87200
Sony A7S,7,24406,good,0,7300
Sony A6100,5,11042,very_good,0,16790
Sony A7RII,6,1383,very_good,1,20700
Sony A7IV,3,42507,good,1,44900
Sony A7RIII,1,50023,good,0,24900
Sony A7RIII,4,47367,very_good,1,30090
Sony FX2,0,1598,excellent,1,72990
Sony ZV E10II,2,7260,good,0,28290
Sony A6100,2,7943,very_good,1,17190
Sony A9III,2,86756,good,0,126490
Sony A7RIV,4,49896,good,0,38990
Sony A5100,2,193263,fair,1,5990
Sony A9II,5,87975,fair,1,70500
Sony ZV1,6,261,excellent,1,15890
Sony A7RIII,5,39004,very_good,1,27500
Sony A7IV,1,6774,very_good,0,52400
Sony A7RIV,7,4443,very_good,1,40490
Sony ZV1F,4,951,very_good,0,10500
Sony A7V,0,18747,very_good,0,79700
Sony A6400,7,47492,very_good,0,18390
Sony A7V,0,5184,excellent,1,81800
Sony A7R,13,46743,good,1,8790
Sony A7II,2,30095,very_good,1,11190
Sony A6500,3,263,excellent,1,15490
Sony A6300,1,66069,fair,1,10500
Sony ZV E10II,2,11482,good,0,28300
Sony A1II,0,1936,excellent,0,198290
Sony RX100VII,2,581,excellent,0,29000
Sony FX30,2,2877,excellent,0,51500
Sony A7R,2,27354,good,1,8490
Sony A7RIII,8,23315,good,1,25800
Sony A6500,9,88737,good,1,15390
Sony ZV1F,1,1715,very_good,0,10390
Sony A7V,0,19267,good,1,76790
Sony A7,3,92208,good,0,7200
Sony A6700,0,872,excellent,0,39900
Sony A1,5,90503,good,0,89600
Sony A6100,7,690,excellent,,17490
Sony A7V,0,16287,excellent,1,77090
Sony A7RIII,3,7544,very_good,1,28090
Sony A6600,6,5351,good,0,22800
Sony A5000,11,35624,very_good,1,5590
Sony FX3,4,3044,very_good,0,101700
Sony A1II,2,12470,good,1,168690
Sony ZV1F,3,627,excellent,0,9900
Sony A7V,1,7740,very_good,1,77200
Sony A7R,2,248698,fair,1,7990
Sony A6400,2,135080,good,0,16200
Sony A7IV,0,/,very_good,1,45300
Sony ZV1,1,1048,excellent,1,15190
Sony ZV1,3,255,very_good,0,15100
Sony A7II,3,39233,very_good,0,11100
Sony A6400,2,124736,good,1,16590
Sony A1II,2,5134,very_good,1,186300
Sony A6500,9,5452,good,1,15190
Sony A6700,0,6461,very_good,1,40100
Sony FX2,1,2001,very_good,1,78900
Sony A9II,4,25565,good,0,75690
Sony A7,11,137966,good,1,6890
Sony A7IV,1,79716,good,1,44290
Sony ZV E10II,2,14731,very_good,1,33100
Sony A7R,8,24535,very_good,1,9400
Sony A7R,11,188,very_good,1,10900
Sony A9II,3,101008,fair,0,70890
Sony FX2,0,3252,excellent,0,84200
Sony A7R,10,90145,good,1,8490
Sony ZV E10,3,8097,very_good,0,16600
Sony A7RII,3,206826,fair,1,16200
Sony ZV E10,0,8220,good,0,15800
Sony A7II,2,30558,very_good,0,12800
Sony FX30,4,3994,excellent,0,46890
Sony A5100,6,226426,poor,1,5600
Sony A7R,0,80546,good,0,9200
Sony A6700,3,63706,good,0,36300
Sony A9III,1,49178,good,0,126190
Sony A9II,6,62330,fair,1,70900
Sony A7V,1,6789,very_good,0,82800
/,9,7229,very_good,0,22200
Sony A7SIII,5,2946,excellent,1,61700
Sony ZV1F,4,1367,very_good,1,10100
Sony RX100VII,4,1245,very_good,1,31300
Sony A6300,8,8358,good,1,10700
Sony A7RV,1,86221,good,0,85090
Sony A7V,0,19922,excellent,1,83500
Sony A7R,1,108231,good,0,8700
Sony A7IV,4,18022,very_good,1,51690
Sony A6500,3,8941,very_good,1,17700
Sony FX30,4,1970,very_good,0,46200
Sony A7III,0,7424,good,0,25290
Sony A1,5,98974,fair,1,90400
Sony A1,3,9241,good,1,90090
Sony ZV1F,4,206,very_good,0,10800
Sony A9III,0,3443,very_good,0,135000
Sony A7IV,2,166077,fair,1,41100
Sony A7RV,3,unknown,fair,1,82600
Sony A6700,0,55114,fair,1,36690
Sony A7S,1,53487,good,1,7300
Sony A5100,4,72967,fair,1,5990
Sony A7SII,9,32376,very_good,0,22500
Sony RX100VII,1,380,very_good,0,29690
Sony A6100,0,61693,good,0,15200
Sony A7,10,229670,fair,0,6590
Sony A7V,1,18258,very_good,1,77000
Sony A1,1,50976,good,1,88600
Sony A6400,7,5604,very_good,1,18500
Sony A6400,4,50272,fair,0,14200
Sony A7,4,79327,fair,1,6400
Sony A7RIV,7,4841,excellent,0,39390
Sony A6600,3,18997,very_good,0,24700
Sony FX3,3,3072,excellent,1,116000
Sony FX30,3,1804,excellent,0,46300
Sony A6300,5,7393,good,0,10900
Sony A7SII,7,234180,fair,0,16900
Sony ZV E10II,0,9685,good,1,28800
Sony A9,2,62099,good,1,32390
Sony A7RIII,6,66362,fair,0,23390
Sony A6100,5,85686,good,1,15090
Sony A6400,6,48077,good,1,15290
Sony ZV E10,4,12247,good,1,15700
Sony A1,4,8592,very_good,0,104490
Sony ZV E10,5,17755,very_good,0,18490
Sony ZV E10,0,10853,good,1,16090
Sony A7SIII,6,1844,very_good,1,59200
Sony A7S,11,586,excellent,1,8790
Sony A6400,3,74446,good,0,15400
Sony A7R,13,7767,very_good,1,10090
Sony A7RII,3,197955,fair,0,16300
Sony A5000,12,183471,fair,0,4290
Sony A7III,1,8826,very_good,1,29300
Sony A7V,1,4073,excellent,0,84390
Sony FX30,0,3057,excellent,0,44490
Sony ZV E10,1,13222,very_good,1,18600
Sony A9II,2,120674,good,1,75400
Sony A1,1,17910,very_good,1,100900
Sony A7IV,3,21265,good,0,44500
Sony A7S,5,25163,very_good,0,8590
Sony FX3,1,2931,very_good,0,104790
Sony A9,6,4185,very_good,1,33390
Sony A9III,0,1817,very_good,0,148190
Sony A7RIV,6,111233,fair,0,37390
Sony A7RII,0,8072,good,/,17190
Sony A7RIII,4,79319,good,0,25600
Sony A6000,6,44095,very_good,1,9390
Sony A7SIII,6,2310,very_good,1,55500
Sony RX100VII,1,1028,very_good,1,32390
Sony A6500,6,171038,fair,0,15600
Sony ZV E10II,1,11868,very_good,1,32690
Sony A5000,4,238,excellent,1,5290
Sony A9III,0,2192,very_good,0,129690
Sony A6300,10,160986,fair,1,10500
Sony A6700,0,4679,excellent,1,36600
Sony A7RII,2,4035,excellent,1,18900
Sony A7,2,81301,fair,1,6300
Sony A9,4,250558,poor,0,30290
Sony A7RIV,2,329,very_good,0,44700
Sony A6500,1,91508,good,1,14990
Sony A9,3,296,excellent,0,35400
Sony A6000,0,40991,good,0,8300
Sony A1II,0,13510,good,1,168290
Sony A7V,0,2063,excellent,0,81290
Sony ZV E10,1,15221,very_good,1,16600
Sony A6400,1,6336,very_good,0,19100
Sony A7,2,4259,very_good,1,8800
Sony A6600,7,2839,excellent,1,25790
Sony A9III,0,137932,good,0,126390
Sony A7,1,12018,very_good,1,8190
Sony A5100,9,7408,good,0,7290
Sony A7S,6,56284,fair,1,6900
Sony ZV E10,4,9933,very_good,1,18800
Sony A1,4,24673,good,0,87290
Sony A6400,2,241686,poor,1,13600
Sony ZV1,6,1899,very_good,0,13800
Sony FX2,1,2277,very_good,0,75500
Sony A6400,1,74316,fair,0,14400
Sony A6000,0,79348,good,0,7900
Sony A7V,0,9229,good,1,76900
Sony A7R,1,8747,good,0,8700
Sony A6300,2,8155,very_good,1,13290
Sony A7RII,0,397,very_good,1,19590
Sony A6600,0,8637,very_good,0,24290
Sony A6400,6,92283,good,1,16590
Sony FX30,4,3976,very_good,1,49900
Sony A7RV,2,20774,good,0,82790
Sony A5100,9,254530,poor,0,5790
Sony A7III,7,1674,excellent,1,26900
Sony FX3,1,3348,very_good,1,104290
Sony A1II,0,-,excellent,1,178300
Sony A7RIII,4,45826,good,0,25090
Sony A6700,2,289010,fair,0,36800
Sony A7SII,8,47877,very_good,0,20100
Sony A1,4,230254,poor,1,89500
Sony,5,207894,poor,1,87200
Sony A5000,4,1651,excellent,0,5190
Sony A7S,12,52908,fair,1,7090
Sony A6100,7,38713,very_good,0,16500
Sony A7III,8,1519,excellent,0,25900
Sony ZV1,0,818,excellent,1,13800
Sony RX100VII,6,991,very_good,1,29100
Sony A6000,4,28917,good,1,7990
Sony A5100,1,53633,good,0,6400
Sony A7,4,9247,good,0,6800
Sony A6500,10,7617,very_good,1,16400
Sony A9,5,204907,fair,0,30790
Sony FX30,3,3091,very_good,1,50390
Sony A7R,9,3502,very_good,0,9400
Sony ZV E10II,1,4870,excellent,0,30100
Sony A7RIV,6,297630,poor,0,37900
Sony ZV1,6,617,very_good,0,13990
Sony A7SIII,6,2159,excellent,1,61890
Sony A6400,2,10330,good,1,15390
Sony A6300,8,86898,fair,1,10500
Sony A5100,5,126412,good,1,6590
Sony A7SIII,0,3974,excellent,1,56890
Sony FX2,1,1017,excellent,1,78690
Sony A7II,2,3403,excellent,0,12200
Sony A7SIII,0,1054,excellent,0,57300
Sony RX100VII,1,1307,very_good,0,31700
Sony A9,2,56501,good,1,31890
Sony FX2,1,2493,excellent,1,80390
Sony A7RV,4,2055,excellent,1,92190
Sony A6700,3,17371,very_good,0,39500
Sony FX3,0,3521,very_good,0,119090
Sony ZV E10II,1,4052,excellent,0,31400
Sony A6500,0,4798,excellent,1,17100
Sony FX3,0,1060,excellent,1,113200
Sony A6700,1,148817,good,0,36590
Sony A9,8,69754,fair,,31100
Sony A1,0,25518,very_good,1,100100
Sony A7V,0,3882,very_good,1,86500
Sony ZV E10II,0,7229,very_good,1,30800
Sony A7RII,11,24746,very_good,1,20690
Sony A5100,0,24042,good,0,6900
Sony A7SII,0,6134,very_good,1,20900
Sony A7III,3,90539,fair,0,19500
Sony A5100,1,172387,poor,0,5600
Sony ZV1,6,350,very_good,1,14600
Sony FX30,0,2839,very_good,0,46790
Sony RX100VII,1,799,very_good,0,29290
Sony A7SII,11,30120,good,1,19100
Sony ZV E10,3,4731,excellent,0,17100
Sony A6100,7,6395,good,0,15300
Sony A6100,3,5310,good,0,15700
Sony A6300,4,52508,fair,0,10690
Sony A7RIII,6,62799,good,1,26890
Sony A9III,3,268,very_good,0,141290
Sony A6300,3,154590,poor,1,10200
Sony FX2,1,3957,very_good,0,80000
Sony FX2,1,3422,excellent,1,74500
Sony A5000,5,78790,good,0,4500
Sony ZV1F,3,627,excellent,1,9800
Sony A6100,7,70735,fair,0,14090
Sony A6300,9,13620,very_good,0,13200
Sony A7RII,6,27070,good,0,18190
Sony A7,7,1328,very_good,1,8800
Sony A6600,7,2793,excellent,1,27090
Sony A7SIII,6,3262,very_good,1,59990
Sony ZV1,4,116,excellent,0,14900
Sony A9III,0,4460,excellent,0,141890
Sony FX30,0,1292,very_good,0,47700
Sony A6400,6,216824,fair,0,14700
Sony A7II,3,7617,very_good,0,11590
Sony ZV1F,1,1253,very_good,0,10500
Sony A7SII,9,6615,good,1,18190
Sony A7SII,11,26675,good,1,19000
Sony A6400,2,130899,fair,1,13900
Sony A6700,3,69318,fair,1,37300
Sony A7RIV,5,254170,poor,1,37400
Sony A5000,8,213993,poor,1,4200
Sony A9III,0,9039,very_good,0,141500
Sony A7S,12,6185,good,0,7990
Sony FX30,4,1141,excellent,0,45590
Sony A7S,0,164141,poor,1,6590
Sony A6100,1,39654,good,0,14600
Sony A9II,4,37282,very_good,0,87790
Sony A7III,6,255214,poor,0,18100
Sony FX30,1,1501,excellent,1,50600
Sony A6100,7,88439,fair,0,13800
Sony A7,3,205247,fair,1,6300
Sony A6300,0,88026,fair,1,10500
Sony A6500,9,6580,good,1,14990
Sony A9II,2,171845,poor,1,68100
Sony A6500,2,91370,fair,0,15600
Sony A7R,10,79867,fair,0,8090
Sony A6500,1,40182,good,1,15090
Sony A6700,0,23771,good,1,36200
Sony ZV E10,5,4676,very_good,1,17400
Sony A6700,1,231522,fair,1,37190
Sony A7S,11,101946,fair,0,7100
Sony A9,9,3523,excellent,1,36600
Sony A1,4,143497,fair,1,89100
Sony A6100,5,57091,good,1,15500
Sony ZV E10II,0,13355,very_good,1,29000
Sony A7R,5,38404,good,1,9190
Sony A7R,2,5840,very_good,1,10600
Sony A7RIV,7,6836,very_good,0,43190
Sony A7R,12,4581,excellent,0,9800
Sony A9III,3,7364,very_good,1,129790
Sony A6100,5,34262,very_good,0,17090
Sony A7SII,9,1482,excellent,0,20400
Sony A7RIV,7,9797,very_good,0,41690
Sony FX2,0,2889,very_good,1,80790
Sony A9III,0,67137,good,1,125790
Sony A7V,0,15272,excellent,1,77400
Sony A7,13,1923,excellent,1,9000
Sony A7RIII,4,67052,fair,0,21390
Sony A7SIII,6,2178,excellent,0,63290
Sony A9,8,65079,good,1,31300
Sony A6000,4,118208,fair,1,7490
Sony RX100VII,3,453,very_good,0,31490
Sony A7SII,7,45038,very_good,1,22290
Sony A7RV,1,60950,fair,0,81900
Sony A7IV,4,39542,good,0,44490
Sony ZV E10,1,6583,good,0,15990
Sony A7RV,1,54199,fair,0,81800
Sony A7SIII,1,2315,excellent,0,62490
Sony A6300,4,16541,good,1,11000
Sony A7SII,7,78491,fair,,17000
Sony FX30,3,3669,very_good,1,51090
Sony A9,3,18800,good,0,31700
Sony FX2,0,1244,excellent,0,78000
Sony FX2,1,2370,excellent,1,81100
Sony A7III,5,66151,good,0,22990
Sony ZV1,4,1142,excellent,1,14090
Sony A9II,7,25760,very_good,1,79890
Sony A7SIII,6,1332,excellent,1,61800
Sony FX3,2,3769,excellent,1,108400
Sony A7R,11,90991,fair,1,8390
Sony A5100,10,84842,good,1,6590
Sony ZV1,6,1533,excellent,1,14800
Sony A9II,3,1102,excellent,0,82890
Sony A7S,12,261404,fair,0,7000
Sony A7,6,36748,very_good,0,8300
Sony A7RIV,-,9722,good,0,37590
Sony A7III,5,93851,good,1,22090
Sony A9,9,5670,good,0,30990
Sony FX3,5,2138,excellent,0,
Sony FX30,0,2696,very_good,1,48000
Sony A7SIII,5,1908,excellent,0,57700
Sony A7RIII,9,272535,fair,0,23200
Sony A7II,7,24999,good,0,9900
Sony A7RIV,0,16281,very_good,0,39200
Sony A7R,6,2813,very_good,1,10300
Sony FX2,1,1123,excellent,1,78100
Sony ZV E10,5,9131,very_good,1,16300
Sony A9,1,7837,good,0,31290
Sony A5100,3,69806,good,1,7000
Sony A7RIII,4,5442,good,1,25890
Sony RX100VII,0,266,excellent,0,28000
Sony A1II,0,13463,good,0,165790
Sony A1II,0,393,excellent,1,186590
Sony A6100,3,95069,fair,1,13700
Sony A7V,0,10203,excellent,1,79490
Sony A6400,7,46488,very_good,1,19800
Sony A1,5,75327,good,1,89090
Sony A7II,2,729,very_good,1,11800
Sony A6300,2,50686,fair,0,10600
Sony A6100,4,8692,good,0,14500
Sony A9III,3,7533,good,1,125400
Sony A7III,3,82462,fair,1,21290
Sony A7S,5,213725,fair,0,6990
Sony A7RIII,9,125072,fair,0,21500
Sony A6700,3,172,excellent,1,38390
Sony A6300,4,96682,good,0,11300
Sony A6600,0,9519,good,1,22200
Sony FX30,3,3639,very_good,0,50690
Sony A5000,5,95061,good,1,4390
Sony RX100VII,6,976,excellent,1,31090
Sony FX30,0,3658,very_good,0,47290
Sony A1II,0,191,very_good,1,188500
Sony A7,12,94142,fair,0,6790
Sony A7RIII,1,51679,good,1,27100
Sony A9II,1,8229,good,0,74200
Sony A6100,3,85444,good,1,15790
Sony A7II,8,37520,good,0,9990
Sony A7RIV,4,175133,fair,0,37600
Sony FX30,3,1527,excellent,0,46690
Sony A7V,0,2436,very_good,1,83000
Sony A7III,2,255474,poor,0,18190
Sony A6300,8,76700,good,0,10900
Sony ZV1F,2,655,very_good,0,10490
Sony RX100VII,7,105,excellent,0,29400
Sony A7RIV,1,12408,very_good,0,43200
Sony FX30,0,3789,excellent,0,48790
Sony FX3,2,3228,very_good,0,113790
Sony FX30,0,1620,very_good,1,46600
Sony A7IV,5,88684,good,1,44500
Sony A7II,0,258571,poor,0,9000
Sony A6000,8,89314,fair,0,7690
Sony A6600,1,92470,fair,0,21490
Sony A9,6,5593,good,1,31500
Sony A9II,3,2054,excellent,1,85500
Sony A7R,2,3800,very_good,1,10500
Sony A7SIII,2,2967,excellent,0,62700
Sony ZV1F,0,692,very_good,1,10500
Sony A7SIII,3,2990,very_good,1,64090
Sony A7V,1,190,very_good,1,77890
Sony FX30,2,1067,excellent,1,47000
Sony A9,8,53338,good,1,31290
Sony A5000,5,8798,very_good,0,5200
Sony A7RII,9,2037,excellent,0,18900
Sony A6700,0,54429,good,1,36400
Sony ZV E10,5,19677,good,0,15790
Sony A6100,6,7693,good,1,15600
Sony A7SIII,5,3418,excellent,1,54890
Sony A7SII,8,9233,very_good,1,21790
Sony A1,4,4736,very_good,0,97200
Sony A6600,7,16859,good,0,23190
Sony A9III,1,65450,good,0,125890
Sony A5100,2,1130,very_good,1,8090
Sony A5000,1,99049,good,1,4400
Sony A1,4,18105,good,0,87590
Sony A7V,1,14594,good,1,77000
Sony A6500,10,282031,poor,1,15490
Sony A6400,6,49366,good,1,16000
Sony A7III,3,287035,poor,1,18200
Sony A5000,5,16445,very_good,1,5500
Sony A6400,4,197,excellent,1,18690
Sony A7III,3,2453,very_good,0,26500
Sony A7RIII,0,9286,very_good,1,28700
Sony A7S,4,7856,very_good,0,8900
Sony A7,0,3087,excellent,0,8490
Sony A7II,3,32962,good,1,10290
Sony A6300,9,29575,very_good,1,13100
Sony A7SIII,5,2401,excellent,1,63090
Sony A6300,3,38984,very_good,1,11500
Sony A7RII,10,7186,very_good,1,21700
Sony A7RII,1,76352,good,1,18600
Sony ZV1F,0,524,very_good,0,9490
Sony A7V,0,16596,very_good,0,76590
Sony A7RIV,0,8227,good,1,37300
Sony A1II,2,5572,very_good,0,183690
Sony A7R,0,164254,poor,1,7600
Sony A7RIII,6,47057,good,0,24400
Sony A7RII,9,84807,fair,1,16400
Sony FX3,3,1140,very_good,1,116190
Sony A9III,3,2189,excellent,1,143300
Sony A6700,0,9079,very_good,1,40700
Sony A7RV,1,166,excellent,0,87700
Sony FX2,1,3038,very_good,0,74500
Sony ZV E10,5,16615,good,0,15600
Sony ZV1F,4,1416,very_good,1,9400
Sony FX2,0,2574,excellent,1,84890
Sony A7RIV,7,85360,fair,1,38200
Sony ZV1F,4,651,very_good,0,9600
Sony ZV1F,1,/,very_good,0,10690
Sony A6400,6,10971,very_good,1,18290
Sony FX3,3,unknown,very_good,1,110400
Sony A1,3,32563,good,0,88890
Sony FX2,1,2382,very_good,1,82600
Sony A6300,6,43469,good,1,10790
Sony A6300,8,71906,fair,0,10500
Sony A9III,3,3923,good??,0,145000
Sony A7III,6,4987,very_good,1,26290
Sony A6000,12,16358,very_good,1,8500
Sony A7SIII,5,3369,excellent,0,60000
Sony RX100VII,7,376,very_good,1,29690
Sony A1II,1,8957,good,0,165790
Sony A1,3,74506,fair,0,87100
Sony A7SII,9,408,very_good,0,21600
Sony ZV1,0,445,very_good,0,14200
Sony A1,4,28338,good,0,89000
Sony A7RIV,2,1678,very_good,1,43600
Sony A1II,0,10217,excellent,1,185400
Sony A5000,8,26926,good,1,4600
Sony A9III,1,3700,excellent,1,148400
Sony A7SIII,1,2881,very_good,0,62590
Sony ZV1F,1,1533,excellent,0,9990
Sony A6400,1,75621,good,1,15490
Sony A7RV,4,91639,good,0,84700
Sony A7,3,25603,good,0,7300
Sony A7SII,7,85131,good,1,17600
Sony A7SIII,6,3926,very_good,1,54900
Sony A7V,1,2413,good,1,75400
Sony FX2,0,3230,excellent,1,83000
Sony A6300,5,17612,good,1,10900
Sony A7RII,8,8484,good,0,17500
Sony ZV E10II,1,2697,excellent,0,30190
Sony A5100,10,293521,fair,0,6100
Sony FX30,4,3636,very_good,0,50700
Sony A5100,10,101846,fair,0,6000
Sony ZV E10,4,4423,excellent,0,17490
Sony A7SII,3,8478,good,1,18900
Sony A7V,0,13886,very_good,1,79000
Sony A7RV,2,11739,good,0,82500
Sony A7V,1,11249,good,1,77600
Sony A6000,5,1633,very_good,0,9300
Sony A7SIII,2,1183,very_good,0,57900
Sony A7RIV,1,73359,good,0,38400
Sony A7V,0,6602,very_good,1,81800
Sony FX30,-,1305,excellent,1,48700
Sony A6100,2,5057,good,1,14700
Sony A7IV,0,160791,poor,1,40300
Sony ZV1,1,375,very_good,0,14700
Sony RX100VII,5,1027,excellent,0,30900
Sony A6500,8,83342,good,0,15290
Sony A1II,2,10071,good,0,166300
Sony A6400,6,293039,poor,1,13090
Sony ZV1,6,896,excellent,1,15800
Sony A9,7,60957,good,1,31890
Sony A6400,7,1982,very_good,0,17190
Sony A6300,8,63017,good,0,11200
Sony A7RIV,4,60672,good,0,38590
Sony ZV1F,2,152,excellent,0,10200
Sony A7III,3,13758,very_good,1,27400
Sony A9,2,3190,very_good,1,34400
Sony ZV1,0,103,excellent,0,15900
Sony A6000,2,26777,very_good,1,9400
Sony A7RII,11,65492,good,0,18500
Sony ZV1F,4,247,very_good,1,9590
Sony A7IV,0,37694,very_good,1,51190
Sony A9II,5,50261,good,0,76590
Sony A9,3,26808,good,1,30900
Sony A7RV,2,30702,very_good,1,92300
Sony A6000,0,9071,good,1,7690
Sony A7RII,4,99567,fair,0,16590
Sony FX30,1,3345,excellent,0,46500
Sony A1II,1,12485,good,1,168990
Sony A7II,2,25002,good,1,10700
Sony A6300,2,102117,fair,0,10590
Sony ZV1,3,294,excellent,1,13600
Sony A6500,8,41877,very_good,1,16100
Sony A7RIII,3,80105,fair,0,21490
Sony A6300,8,15942,good,1,11190
Sony ZV E10,0,13421,very_good,0,16500
Sony A6300,5,146977,good,0,10690
Sony A7S,8,53940,fair,1,7190
Sony A7IV,5,4839,excellent,0,45200
Sony A6300,4,87178,good,1,10600
Sony A7RII,11,26872,very_good,0,21590
Sony A6700,1,16185,good,0,36300
Sony A6300,1,43557,good,0,10800
Sony A7S,5,6306,very_good,1,9190
Sony A9III,2,38387,good,1,125490
Sony A5000,2,8488,good,0,4490
Sony ZV1,6,1029,very_good,0,15000
-,0,15563,excellent,0,180700
Sony A7S,6,205980,poor,0,6800
Sony A9,2,42281,very_good,1,35800
Sony ZV E10II,1,7281,very_good,1,31000
Sony ZV1F,2,1991,very_good,0,10090
Sony A9III,1,85574,fair,0,127790
Sony A7,4,7879,very_good,1,7900
Sony A7SII,5,4795,very_good,1,21400
Sony A5100,6,61550,good,0,6600
Sony A6500,5,276635,fair,0,15700
Sony A5100,3,3511,very_good,0,7590
Sony A7SIII,4,3513,very_good,0,62200
Sony A7SIII,4,1851,excellent,1,55790
Sony A7II,9,67936,fair,0,9400
Sony A7IV,2,36884,very_good,1,49700
Sony A9II,4,97155,good,1,77390
Sony A7IV,4,91319,fair,1,41100
Sony A7RV,1,14307,very_good,1,99390
Sony A9II,3,45665,very_good,0,87790
Sony A7SIII,1,2950,very_good,0,62400
Sony A6500,4,9329,good,0,14990
Sony A7RII,0,4213,excellent,1,19090
Sony A5100,0,272007,fair,1,6390
Sony A9II,0,19483,very_good,0,80790
Sony A7RV,2,30438,very_good,1,88190
Sony ZV E10II,2,3251,very_good,0,33200
Sony A9,0,7973,very_good,1,37200
Sony A6700,0,50558,good,1,36590
Sony FX2,0,2185,excellent,1,73800
Sony A6700,3,119682,good,1,36500
Sony A7IV,3,1275,excellent,0,49400
Sony A6600,6,9563,good,0,21900
Sony A6100,1,20800,good,1,14590
Sony A6300,6,55140,fair,1,10590
Sony A5000,2,47092,good,1,4690
Sony FX2,1,2744,very_good,0,80000
Sony A1II,0,19460,good,1,168790
Sony A9II,3,76173,fair,0,71000
Sony A6400,7,6722,very_good,1,19290
Sony A9,0,96944,good,1,30700
Sony A7SII,0,199109,poor,1,16790
Sony A5000,10,207964,poor,1,4190
Sony A6700,1,6778,very_good,0,37700
Sony A7R,2,9147,very_good,1,9600
Sony A7SIII,3,2338,excellent,1,59490
Sony A7SIII,0,1159,very_good,0,58700
Sony A6500,1,190971,-,1,15000
Sony ZV1F,1,437,excellent,1,10890
Sony A1II,1,18336,excellent,0,188000
Sony FX30,0,1298,excellent,1,51190
Sony A7RIV,1,26547,very_good,1,45490
Sony ZV E10,2,4323,excellent,0,16600
Sony A7SII,5,83301,good,0,18990
Sony A7SII,10,68278,fair,1,17500
Sony A7RV,4,55151,fair,1,81100
Sony A7SIII,1,3358,excellent,1,62400
Sony A7RIV,5,236268,poor,0,36990
Sony A9III,3,7511,good,0,125700
Sony A7,7,39185,good,0,7390
Sony A7SII,10,4693,excellent,0,21290
Sony A7SIII,2,2883,very_good,0,62790
Sony A7S,3,42837,very_good,0,8300
Sony ZV E10,5,4229,very_good,0,16490
Sony A6500,5,51330,fair,0,15500
Sony RX100VII,6,130,excellent,0,29390
Sony A7RII,3,91341,fair,,16490
Sony A6400,5,28258,good,0,15390
Sony A7S,11,21881,good,0,7300
Sony A6700,0,63381,fair,0,37600
Sony A7III,2,200256,fair,0,20200
Sony A6700,2,38239,very_good,0,41900
Sony A1,0,838,very_good,0,92400
Sony A7III,3,39582,good,0,24090
Sony A5100,2,94938,fair,0,6090
Sony A7SIII,5,3016,excellent,1,59390
Sony ZV1F,4,1373,excellent,1,9690
Sony A7SII,1,270626,poor,0,16400
Sony A9,4,47740,very_good,0,34800
Sony A1,1,23685,very_good,1,101600
Sony ZV1,2,219,very_good,1,13900
Sony A5100,12,82584,good,1,7100
Sony A6300,9,2263,excellent,1,11690
Sony A9,7,36803,good,1,31090
Sony A1,4,2361,,1,104000
Sony A7SII,7,4786,excellent,0,21690
/,7,164397,fair,0,21300
Sony A7RIII,6,96337,fair,1,21990
Sony RX100VII,3,1741,very_good,1,30000
Sony A6700,0,4602,excellent,0,41700
Sony A7IV,1,38878,good,0,41590
Sony A1,1,165249,poor,1,90690
Sony A9,9,63835,fair,1,31000
Sony A7SIII,6,3366,very_good,0,61200
